customer_id,frequency,monetary,avg_discount,recency,support_ticket_count,last_visit_days_ago,segment_name
CUST00059,3,2852.63,0.32666666666666666,2,0.0,2,Discount-Sensitive Customers
CUST00060,1,293.22,0.36,145,0.0,20,Dormant Customers
CUST00061,4,1966.0900000000001,0.41,14,1.0,15,Discount-Sensitive Customers
CUST00062,4,2805.19,0.2525,21,1.0,0,Champions
CUST00063,1,397.69,0.22,216,1.0,24,Dormant Customers
CUST00064,1,654.93,0.43,2,0.0,0,Discount-Sensitive Customers
CUST00065,1,1911.67,0.0,6,0.0,0,At-Risk Customers
CUST00066,5,4598.95,0.292,320,1.0,60,Dormant Customers
CUST00067,2,1246.44,0.19999999999999998,63,1.0,5,At-Risk Customers
CUST00068,3,2123.66,0.24333333333333332,346,1.0,60,Dormant Customers
CUST00069,2,874.47,0.225,29,0.0,0,Loyal Customers
CUST00070,1,542.98,0.34,38,0.0,18,Discount-Sensitive Customers
CUST00071,1,2062.5,0.08,32,1.0,12,At-Risk Customers
CUST00072,4,2587.02,0.1925,90,0.0,26,At-Risk Customers
CUST00073,5,4077.07,0.154,8,0.0,0,Champions
CUST00074,4,2523.65,0.39,7,1.0,22,Discount-Sensitive Customers
CUST00075,9,6791.61,0.3011111111111111,3,4.0,13,High-Value but Unhappy
CUST00076,2,1385.27,0.22000000000000003,20,0.0,8,Loyal Customers
CUST00077,1,394.32,0.36,109,0.0,20,Discount-Sensitive Customers
CUST00078,1,894.45,0.42,139,1.0,38,Dormant Customers
CUST00079,1,619.57,0.05,191,0.0,31,Dormant Customers
CUST00080,3,2563.41,0.18999999999999997,50,0.0,3,Loyal Customers
CUST00081,8,5311.16,0.16,19,3.0,0,High-Value but Unhappy
CUST00082,3,1671.25,0.17,254,0.0,44,Dormant Customers
CUST00083,2,806.87,0.33499999999999996,89,1.0,17,Discount-Sensitive Customers
CUST00084,1,1273.18,0.12,167,0.0,34,Dormant Customers
CUST00085,1,1257.8,0.2,14,0.0,0,At-Risk Customers
CUST00086,5,2195.41,0.266,21,1.0,0,Champions
CUST00087,1,933.58,0.38,44,0.0,15,Discount-Sensitive Customers
CUST00088,12,6774.5,0.365,98,1.0,18,Discount-Sensitive Customers
CUST00089,2,2825.75,0.25,165,0.0,31,Dormant Customers
CUST00090,4,1966.31,0.375,80,1.0,36,Discount-Sensitive Customers
CUST00091,4,3726.87,0.16499999999999998,90,1.0,11,At-Risk Customers
CUST00092,1,430.85,0.26,21,0.0,3,At-Risk Customers
CUST00093,1,759.64,0.12,85,0.0,21,Low-Engagement Customers
CUST00094,4,3557.43,0.1975,183,2.0,60,High-Value but Unhappy
CUST00095,1,372.65,0.41,65,1.0,7,Discount-Sensitive Customers
CUST00096,3,1563.75,0.37666666666666665,61,1.0,15,Discount-Sensitive Customers
CUST00097,7,4703.46,0.3685714285714286,1,2.0,0,High-Value but Unhappy
CUST00098,2,1843.57,0.195,184,1.0,49,Dormant Customers
CUST00099,5,3410.87,0.192,144,1.0,27,Dormant Customers
CUST00100,1,372.37,0.29,70,0.0,29,Low-Engagement Customers
CUST00101,5,3514.87,0.274,108,2.0,27,High-Value but Unhappy
CUST00102,1,732.65,0.16,83,0.0,7,At-Risk Customers
CUST00103,1,1469.96,0.08,21,0.0,0,At-Risk Customers
CUST00104,1,955.63,0.31,93,0.0,27,Discount-Sensitive Customers
CUST00105,1,2052.43,0.18,46,0.0,3,At-Risk Customers
CUST00106,7,4352.11,0.2814285714285714,61,1.0,21,At-Risk Customers
CUST00107,3,3548.15,0.11333333333333334,12,0.0,10,Champions
CUST00108,1,1074.5,0.22,44,1.0,11,At-Risk Customers
CUST00109,5,3837.05,0.332,92,0.0,16,Discount-Sensitive Customers
CUST00110,6,3922.07,0.26333333333333336,35,2.0,8,High-Value but Unhappy
CUST00111,1,1135.09,0.23,178,0.0,33,Dormant Customers
CUST00112,8,5576.25,0.23875,0,1.0,0,Champions
CUST00113,2,1601.31,0.385,28,0.0,2,Discount-Sensitive Customers
CUST00114,6,5133.53,0.265,239,1.0,41,Dormant Customers
CUST00115,1,596.54,0.14,159,1.0,23,Dormant Customers
CUST00116,6,5635.9,0.18666666666666668,143,0.0,26,Dormant Customers
CUST00117,4,2534.33,0.16499999999999998,123,0.0,27,Dormant Customers
CUST00118,1,689.56,0.18,27,0.0,1,At-Risk Customers
CUST00119,3,2848.36,0.3466666666666667,69,1.0,1,Discount-Sensitive Customers
CUST00120,1,261.95,0.27,26,0.0,5,At-Risk Customers
CUST00121,2,2496.0299999999997,0.19,27,0.0,2,Loyal Customers
CUST00122,2,2048.93,0.36,106,0.0,30,Discount-Sensitive Customers
CUST00123,6,2989.07,0.34833333333333333,102,3.0,23,High-Value but Unhappy
CUST00124,4,2570.5,0.3375,194,0.0,43,Dormant Customers
CUST00125,2,1698.4,0.395,8,0.0,0,Discount-Sensitive Customers
CUST00126,2,1260.02,0.43,57,0.0,3,Discount-Sensitive Customers
CUST00127,2,729.55,0.29500000000000004,24,0.0,15,Loyal Customers
CUST00128,2,1716.68,0.42000000000000004,19,0.0,0,Discount-Sensitive Customers
CUST00129,3,3369.08,0.3133333333333333,83,2.0,2,High-Value but Unhappy
CUST00130,1,1272.47,0.48,88,0.0,12,Discount-Sensitive Customers
CUST00131,6,6830.01,0.29,67,0.0,14,At-Risk Customers
CUST00132,5,4876.780000000001,0.346,117,0.0,24,Discount-Sensitive Customers
CUST00133,8,5982.58,0.3,54,1.0,12,Loyal Customers
CUST00134,5,4075.34,0.292,35,3.0,4,High-Value but Unhappy
CUST00135,4,2534.18,0.29000000000000004,333,0.0,60,Dormant Customers
CUST00136,1,514.9,0.3,71,0.0,15,At-Risk Customers
CUST00137,2,1035.87,0.315,177,0.0,31,Dormant Customers
CUST00138,1,905.11,0.46,61,0.0,24,Discount-Sensitive Customers
CUST00139,2,1715.4,0.295,28,2.0,10,High-Value but Unhappy
CUST00140,4,3768.34,0.28250000000000003,6,2.0,12,High-Value but Unhappy
CUST00141,1,647.85,0.23,28,0.0,0,At-Risk Customers
CUST00142,5,1880.0,0.4,169,0.0,41,Dormant Customers
CUST00143,6,7407.96,0.17333333333333334,32,0.0,9,Loyal Customers
CUST00144,9,6186.54,0.31555555555555553,86,3.0,17,High-Value but Unhappy
CUST00145,1,502.35,0.11,30,0.0,0,At-Risk Customers
CUST00146,5,5942.68,0.188,108,1.0,30,At-Risk Customers
CUST00147,3,2809.3199999999997,0.18333333333333335,84,1.0,29,At-Risk Customers
CUST00148,4,3013.01,0.23249999999999998,4,1.0,8,Champions
CUST00149,1,787.94,0.2,8,0.0,0,At-Risk Customers
CUST00150,3,1355.63,0.39666666666666667,45,0.0,7,Discount-Sensitive Customers
CUST00151,7,5530.69,0.30428571428571427,62,3.0,4,High-Value but Unhappy
CUST00152,7,4989.280000000001,0.3742857142857143,46,4.0,7,High-Value but Unhappy
CUST00153,1,977.12,0.37,3,0.0,0,Discount-Sensitive Customers
CUST00154,8,7145.24,0.23375,10,0.0,2,Champions
CUST00155,3,2024.8,0.39666666666666667,2,0.0,11,Discount-Sensitive Customers
CUST00156,2,4241.75,0.14500000000000002,34,1.0,0,Loyal Customers
CUST00157,5,2269.91,0.238,0,1.0,5,Champions
CUST00158,1,812.34,0.25,155,0.0,32,Dormant Customers
CUST00159,2,3713.77,0.27,474,0.0,60,Dormant Customers
CUST00160,2,1064.66,0.28500000000000003,177,1.0,37,Dormant Customers
CUST00161,4,4490.9,0.2625,20,0.0,0,Champions
CUST00162,2,1194.5900000000001,0.29000000000000004,91,0.0,28,At-Risk Customers
CUST00163,1,275.41,0.37,70,0.0,19,Discount-Sensitive Customers
CUST00164,5,4657.03,0.24,222,1.0,57,Dormant Customers
CUST00165,3,1825.77,0.31,103,0.0,15,Discount-Sensitive Customers
CUST00166,1,1269.41,0.37,15,1.0,7,Discount-Sensitive Customers
CUST00167,1,423.24,0.24,219,0.0,31,Dormant Customers
CUST00168,4,4159.16,0.1625,85,0.0,29,At-Risk Customers
CUST00169,1,1799.45,0.12,222,0.0,45,Dormant Customers
CUST00170,10,6759.48,0.27,9,1.0,0,Champions
CUST00171,1,1077.78,0.38,12,0.0,3,Discount-Sensitive Customers
CUST00172,7,4910.65,0.36428571428571427,8,3.0,0,High-Value but Unhappy
CUST00173,5,1431.69,0.384,79,1.0,2,Discount-Sensitive Customers
CUST00174,6,2361.28,0.31166666666666665,86,2.0,24,High-Value but Unhappy
CUST00175,4,3568.3199999999997,0.225,59,1.0,14,Loyal Customers
CUST00176,3,3830.31,0.3433333333333333,37,0.0,17,Discount-Sensitive Customers
CUST00177,2,1003.66,0.45999999999999996,82,0.0,28,Discount-Sensitive Customers
CUST00178,8,5602.76,0.27625,5,4.0,0,High-Value but Unhappy
CUST00179,3,1585.62,0.44333333333333336,38,2.0,21,High-Value but Unhappy
CUST00180,2,1570.85,0.26,96,1.0,18,At-Risk Customers
CUST00181,1,1107.73,0.0,6,0.0,0,At-Risk Customers
CUST00182,1,305.3,0.31,31,0.0,0,Discount-Sensitive Customers
CUST00183,3,3246.8900000000003,0.25,152,1.0,26,Dormant Customers
CUST00184,5,5072.85,0.27199999999999996,14,2.0,6,High-Value but Unhappy
CUST00185,7,4179.18,0.33428571428571424,114,0.0,27,Discount-Sensitive Customers
CUST00186,1,714.65,0.33,41,1.0,5,Discount-Sensitive Customers
CUST00187,3,1344.75,0.5099999999999999,149,1.0,17,Dormant Customers
CUST00188,7,5810.17,0.3085714285714286,29,3.0,5,High-Value but Unhappy
CUST00189,9,5900.65,0.23333333333333334,140,3.0,27,High-Value but Unhappy
CUST00190,1,482.88,0.13,6,1.0,5,At-Risk Customers
CUST00191,1,149.0,0.34,28,0.0,11,Discount-Sensitive Customers
CUST00192,3,2263.95,0.28,55,0.0,30,Loyal Customers
CUST00193,1,424.74,0.21,157,0.0,30,Dormant Customers
CUST00194,5,3878.09,0.36,80,3.0,3,High-Value but Unhappy
CUST00195,1,654.27,0.17,23,1.0,0,At-Risk Customers
CUST00196,2,1272.38,0.28,24,1.0,12,Loyal Customers
CUST00197,9,8552.59,0.30444444444444446,15,3.0,10,High-Value but Unhappy
CUST00198,9,7595.96,0.28444444444444444,37,2.0,6,High-Value but Unhappy
CUST00199,4,3273.56,0.22749999999999998,6,1.0,0,Champions
CUST00200,6,6239.45,0.17166666666666666,15,1.0,2,Champions
CUST00201,7,6691.56,0.23857142857142857,93,2.0,12,High-Value but Unhappy
CUST00202,1,1220.26,0.33,141,0.0,40,Dormant Customers
CUST00203,2,743.3499999999999,0.39,114,0.0,28,Discount-Sensitive Customers
CUST00204,5,2706.75,0.284,42,0.0,4,Loyal Customers
CUST00205,5,3202.69,0.23399999999999999,30,0.0,0,Champions
CUST00206,10,6479.7,0.265,118,3.0,38,High-Value but Unhappy
CUST00207,1,193.1,0.62,18,0.0,7,Discount-Sensitive Customers
CUST00208,6,6865.35,0.20000000000000004,91,1.0,24,At-Risk Customers
CUST00209,5,3422.88,0.192,279,1.0,46,Dormant Customers
CUST00210,2,1254.8700000000001,0.27,128,0.0,38,Dormant Customers
CUST00211,5,27215.920000000002,0.324,90,1.0,9,Discount-Sensitive Customers
CUST00212,3,2071.6800000000003,0.32666666666666666,204,0.0,45,Dormant Customers
CUST00213,2,1680.61,0.2,86,2.0,15,High-Value but Unhappy
CUST00214,1,1427.16,0.22,64,0.0,14,At-Risk Customers
CUST00215,3,1564.1,0.19666666666666666,34,1.0,15,Loyal Customers
CUST00216,1,1349.42,0.27,48,1.0,16,At-Risk Customers
CUST00217,3,1179.94,0.35333333333333333,79,0.0,13,Discount-Sensitive Customers
CUST00218,2,1492.68,0.13,23,0.0,5,Loyal Customers
CUST00219,6,2782.79,0.36166666666666664,154,1.0,30,Dormant Customers
CUST00220,3,1450.4099999999999,0.21666666666666667,25,1.0,10,Loyal Customers
CUST00221,2,781.03,0.345,7,0.0,2,Discount-Sensitive Customers
CUST00222,2,1259.5,0.45,186,1.0,22,Dormant Customers
CUST00223,1,757.58,0.53,103,1.0,20,Discount-Sensitive Customers
CUST00224,2,1839.95,0.32,89,1.0,13,Discount-Sensitive Customers
CUST00225,3,3012.6,0.32,88,0.0,19,Discount-Sensitive Customers
CUST00226,3,2345.42,0.15666666666666668,54,1.0,34,Loyal Customers
CUST00227,6,4383.02,0.2816666666666667,153,2.0,29,High-Value but Unhappy
CUST00228,7,4150.72,0.33428571428571424,82,2.0,11,High-Value but Unhappy
CUST00229,5,3077.41,0.304,92,1.0,8,Discount-Sensitive Customers
CUST00230,8,7503.74,0.2175,37,2.0,14,High-Value but Unhappy
CUST00231,3,1558.41,0.19333333333333333,23,0.0,0,Champions
CUST00232,1,786.26,0.33,55,0.0,1,Discount-Sensitive Customers
CUST00233,3,1626.9899999999998,0.2866666666666667,361,0.0,60,Dormant Customers
CUST00234,4,2458.9700000000003,0.195,17,0.0,0,Champions
CUST00235,4,2278.82,0.225,125,0.0,29,Dormant Customers
CUST00236,1,782.89,0.37,62,1.0,8,Discount-Sensitive Customers
CUST00237,4,3607.29,0.2525,15,0.0,0,Champions
CUST00238,2,2181.78,0.185,78,2.0,8,High-Value but Unhappy
CUST00239,1,208.1,0.51,320,0.0,60,Dormant Customers
CUST00240,2,2277.31,0.18,56,1.0,16,Loyal Customers
CUST00241,3,3041.48,0.38999999999999996,6,0.0,0,Discount-Sensitive Customers
CUST00242,6,3655.25,0.29833333333333334,82,0.0,5,At-Risk Customers
CUST00243,4,3129.06,0.395,69,1.0,22,Discount-Sensitive Customers
CUST00244,2,2449.86,0.22499999999999998,144,0.0,23,Dormant Customers
CUST00245,2,1245.78,0.36,73,0.0,16,Discount-Sensitive Customers
CUST00246,3,1985.72,0.25,52,1.0,13,Loyal Customers
CUST00247,11,5611.35,0.41363636363636364,57,3.0,14,High-Value but Unhappy
CUST00248,7,4187.5599999999995,0.3171428571428571,71,0.0,15,Discount-Sensitive Customers
CUST00249,3,1761.46,0.4066666666666667,162,0.0,31,Dormant Customers
CUST00250,1,837.19,0.3,35,0.0,2,At-Risk Customers
CUST00251,1,966.73,0.37,41,1.0,9,Discount-Sensitive Customers
CUST00252,6,5194.02,0.3216666666666667,190,0.0,23,Dormant Customers
CUST00253,3,1901.1299999999999,0.19999999999999998,191,0.0,34,Dormant Customers
CUST00254,4,3041.57,0.33999999999999997,183,0.0,26,Dormant Customers
CUST00255,6,4806.29,0.19833333333333333,22,2.0,19,High-Value but Unhappy
CUST00256,2,1727.8400000000001,0.105,181,1.0,34,Dormant Customers
CUST00257,2,1042.47,0.3,55,0.0,19,Loyal Customers
CUST00258,10,6259.64,0.27199999999999996,42,1.0,7,Loyal Customers
CUST00259,1,1519.33,0.32,192,0.0,31,Dormant Customers
CUST00260,2,1820.81,0.395,2,0.0,7,Discount-Sensitive Customers
CUST00261,1,350.44,0.44,51,0.0,0,Discount-Sensitive Customers
CUST00262,2,1318.44,0.12,9,0.0,9,Loyal Customers
CUST00263,12,7940.0,0.3475,25,6.0,11,High-Value but Unhappy
CUST00264,2,671.0999999999999,0.31,31,1.0,0,Discount-Sensitive Customers
CUST00265,1,510.24,0.38,77,0.0,28,Discount-Sensitive Customers
CUST00266,4,5306.62,0.255,158,2.0,22,High-Value but Unhappy
CUST00267,4,4026.2300000000005,0.25,29,2.0,11,High-Value but Unhappy
CUST00268,3,2097.02,0.4166666666666667,9,1.0,8,Discount-Sensitive Customers
CUST00269,3,2563.9300000000003,0.33,30,1.0,10,Discount-Sensitive Customers
CUST00270,2,968.72,0.24000000000000002,75,0.0,7,At-Risk Customers
CUST00271,4,3933.98,0.20750000000000002,32,0.0,0,Loyal Customers
CUST00272,13,13721.27,0.22307692307692306,12,0.0,1,Champions
CUST00273,8,6009.55,0.1925,13,4.0,1,High-Value but Unhappy
CUST00274,1,695.0,0.36,71,0.0,2,Discount-Sensitive Customers
CUST00275,6,3879.21,0.22,241,1.0,51,Dormant Customers
CUST00276,6,8721.42,0.22,47,0.0,14,Loyal Customers
CUST00277,3,1630.27,0.24666666666666667,2,0.0,12,Champions
CUST00278,4,2768.06,0.265,69,2.0,22,High-Value but Unhappy
CUST00279,8,5366.55,0.34875,12,1.0,0,Discount-Sensitive Customers
CUST00280,8,7231.759999999999,0.26875,10,0.0,4,Champions
CUST00281,2,1161.06,0.335,35,0.0,9,Discount-Sensitive Customers
CUST00282,2,774.76,0.33999999999999997,296,1.0,60,Dormant Customers
CUST00283,10,7871.0,0.327,18,4.0,6,High-Value but Unhappy
CUST00284,2,781.62,0.345,291,0.0,60,Dormant Customers
CUST00285,4,2158.18,0.3175,13,0.0,16,Discount-Sensitive Customers
CUST00286,2,2027.25,0.395,369,1.0,60,Dormant Customers
CUST00287,6,6236.95,0.2866666666666667,69,1.0,15,At-Risk Customers
CUST00288,2,1096.1,0.255,110,1.0,20,At-Risk Customers
CUST00289,2,811.06,0.36,5,0.0,0,Discount-Sensitive Customers
CUST00290,1,251.16,0.34,9,1.0,1,Discount-Sensitive Customers
CUST00291,9,5604.34,0.33555555555555555,58,3.0,23,High-Value but Unhappy
CUST00292,1,657.91,0.08,43,1.0,0,At-Risk Customers
CUST00293,3,1699.71,0.3233333333333333,230,0.0,59,Dormant Customers
CUST00294,1,1714.42,0.12,102,0.0,35,Low-Engagement Customers
CUST00295,2,2000.29,0.53,16,0.0,5,Discount-Sensitive Customers
CUST00296,4,1989.83,0.195,132,0.0,30,Dormant Customers
CUST00297,1,1130.29,0.16,154,1.0,30,Dormant Customers
CUST00298,1,1122.99,0.2,201,0.0,50,Dormant Customers
CUST00299,4,2302.1800000000003,0.4175,343,2.0,60,High-Value but Unhappy
CUST00300,4,2276.6099999999997,0.3725,5,0.0,1,Discount-Sensitive Customers
CUST00301,7,7023.07,0.18285714285714286,9,3.0,13,High-Value but Unhappy
CUST00302,4,2534.0,0.3975,148,3.0,27,High-Value but Unhappy
CUST00303,5,3674.2,0.21200000000000002,48,2.0,12,High-Value but Unhappy
CUST00304,3,2837.27,0.23666666666666666,87,1.0,5,At-Risk Customers
CUST00305,1,531.59,0.19,166,0.0,33,Dormant Customers
CUST00306,5,3658.35,0.21000000000000002,19,2.0,0,High-Value but Unhappy
CUST00307,3,2114.17,0.42333333333333334,32,1.0,13,Discount-Sensitive Customers
CUST00308,2,1535.15,0.26,66,0.0,27,At-Risk Customers
CUST00309,3,2731.6099999999997,0.3666666666666667,8,0.0,12,Discount-Sensitive Customers
CUST00310,1,578.27,0.2,22,1.0,8,At-Risk Customers
CUST00311,1,1336.82,0.1,48,0.0,0,At-Risk Customers
CUST00312,1,486.27,0.2,64,0.0,7,At-Risk Customers
CUST00313,1,769.77,0.33,162,1.0,37,Dormant Customers
CUST00314,1,560.98,0.29,16,0.0,14,At-Risk Customers
CUST00315,10,10137.960000000001,0.337,17,2.0,0,High-Value but Unhappy
CUST00316,2,1079.82,0.32,97,1.0,30,Discount-Sensitive Customers
CUST00317,1,1353.24,0.19,100,0.0,25,Low-Engagement Customers
CUST00318,5,5959.01,0.244,47,1.0,8,Loyal Customers
CUST00319,6,2585.4700000000003,0.32666666666666666,147,0.0,29,Dormant Customers
CUST00320,7,5001.34,0.32285714285714284,25,1.0,19,Discount-Sensitive Customers
CUST00321,6,3100.54,0.3133333333333333,116,2.0,20,High-Value but Unhappy
CUST00322,5,3351.86,0.384,4,0.0,2,Discount-Sensitive Customers
CUST00323,8,7225.06,0.32875,5,0.0,9,Discount-Sensitive Customers
CUST00324,4,6039.5599999999995,0.1925,274,2.0,60,High-Value but Unhappy
CUST00325,3,3542.89,0.24,44,0.0,7,Loyal Customers
CUST00326,3,1868.65,0.23666666666666666,124,1.0,26,Dormant Customers
CUST00327,3,1087.67,0.3133333333333333,2,0.0,14,Discount-Sensitive Customers
CUST00328,1,371.68,0.32,322,0.0,60,Dormant Customers
CUST00329,1,299.28,0.06,1,0.0,0,At-Risk Customers
CUST00330,3,1307.8000000000002,0.33,74,1.0,12,Discount-Sensitive Customers
CUST00331,5,3450.66,0.422,151,2.0,27,High-Value but Unhappy
CUST00332,2,2059.8,0.375,24,2.0,6,High-Value but Unhappy
CUST00333,1,870.15,0.07,75,0.0,21,Low-Engagement Customers
CUST00334,3,2170.31,0.35666666666666663,85,1.0,29,Discount-Sensitive Customers
CUST00335,3,2480.1,0.38999999999999996,148,2.0,22,High-Value but Unhappy
CUST00336,4,1900.82,0.2225,29,0.0,2,Champions
CUST00337,2,1887.73,0.385,7,1.0,9,Discount-Sensitive Customers
CUST00338,1,887.38,0.27,12,1.0,8,At-Risk Customers
CUST00339,4,2671.88,0.3125,92,1.0,12,Discount-Sensitive Customers
CUST00340,8,5565.53,0.17875,46,1.0,10,Loyal Customers
CUST00341,1,790.16,0.46,19,0.0,5,Discount-Sensitive Customers
CUST00342,3,2620.58,0.4166666666666667,1,1.0,4,Discount-Sensitive Customers
CUST00343,5,2489.52,0.248,94,0.0,20,At-Risk Customers
CUST00344,5,4461.57,0.17200000000000001,189,4.0,41,High-Value but Unhappy
CUST00345,5,5510.36,0.154,3,1.0,0,Champions
CUST00346,11,10011.3,0.25363636363636366,72,2.0,7,High-Value but Unhappy
CUST00347,4,3311.46,0.3825,184,1.0,45,Dormant Customers
CUST00348,3,2509.74,0.25666666666666665,1,0.0,4,Champions
CUST00349,4,3794.38,0.2475,74,0.0,18,At-Risk Customers
CUST00350,1,537.51,0.12,41,0.0,0,At-Risk Customers
CUST00351,7,7447.2,0.21,9,3.0,1,High-Value but Unhappy
CUST00352,1,1000.77,0.12,27,0.0,16,At-Risk Customers
CUST00353,4,1755.1200000000001,0.25,118,1.0,27,At-Risk Customers
CUST00354,5,2894.64,0.22199999999999998,36,1.0,16,Loyal Customers
CUST00355,4,3405.2,0.1175,171,2.0,32,High-Value but Unhappy
CUST00356,5,2474.34,0.242,7,2.0,7,High-Value but Unhappy
CUST00357,1,513.15,0.29,42,1.0,2,At-Risk Customers
CUST00358,2,1523.3600000000001,0.33499999999999996,101,1.0,1,Discount-Sensitive Customers
CUST00359,8,6332.549999999999,0.25,3,0.0,0,Champions
CUST00360,6,8052.9800000000005,0.165,2,0.0,0,Champions
CUST00361,1,361.04,0.12,169,1.0,20,Dormant Customers
CUST00362,4,2137.19,0.31,23,1.0,7,Discount-Sensitive Customers
CUST00363,1,413.99,0.32,27,1.0,5,Discount-Sensitive Customers
CUST00364,3,2049.88,0.24666666666666667,359,2.0,60,High-Value but Unhappy
CUST00365,1,1015.06,0.21,158,0.0,21,Dormant Customers
CUST00366,4,5279.17,0.185,92,1.0,26,At-Risk Customers
CUST00367,1,884.81,0.14,212,0.0,33,Dormant Customers
CUST00368,1,348.81,0.25,55,1.0,12,At-Risk Customers
CUST00369,3,2263.62,0.25333333333333335,71,0.0,0,At-Risk Customers
CUST00370,1,452.14,0.42,172,0.0,29,Dormant Customers
CUST00371,3,2631.54,0.16666666666666666,124,1.0,10,Dormant Customers
CUST00372,1,431.11,0.38,56,1.0,18,Discount-Sensitive Customers
CUST00373,2,1612.8899999999999,0.3,73,0.0,20,At-Risk Customers
CUST00374,2,795.8299999999999,0.345,219,1.0,44,Dormant Customers
CUST00375,6,3564.29,0.32833333333333337,85,1.0,17,Discount-Sensitive Customers
CUST00376,8,5532.45,0.2675,45,0.0,12,Loyal Customers
CUST00377,4,2214.32,0.2625,80,0.0,16,At-Risk Customers
CUST00378,1,1622.32,0.29,99,0.0,1,At-Risk Customers
CUST00379,2,1029.97,0.16,75,0.0,4,At-Risk Customers
